Time,USDT,USDS,USDC,PayPal USD,USDe,DAI,PAXG_Price,bitcoin,聯準會利率,DXY_Index,USD/EUR,USD/JPY,USD/CNY,UNRATE,NASDAQ_Price,T10YIE(類似通膨日資料),VIX,道瓊平均工業指數,美國公債10年期殖利率,S&P500
2020/3/28,-0.013435,,-0.015108,,,0.003578,0.003376,-0.03518,0,0,0,0,0,0,0,0,0,0,0,0
2020/3/29,0.00226,,-0.018893,,,-0.02169,0.005962,-0.05129,0,0,0,0,0,0,0,0,0,0,0,0
2020/3/30,0.004562,,0.028044,,,0.038439,-0.003589,0.085747,0,0.008337,0.008468,-0.00074,0.000564,0,0.036225,0.010638,-0.12908,0.031922,-0.02778,0.033524
2020/3/31,-0.003484,,-0.00411,,,-0.007885,-0.00595,0.001369,0,-0.00131,0.001657,-0.0026,-0.00251,0,-0.00953,-0.08421,-0.06202,-0.01838,0,-0.01603
2020/4/1,0.001714,,-0.00558,,,0.011612,-0.009003,0.026113,-0.4,0.006259,0.006067,-0.00353,0.002485,2.363636,-0.04409,0.045977,0.065745,-0.04442,-0.11429,-0.04415
2020/4/2,-0.00401,,0.003873,,,-0.003401,0.06677,0.028281,0,0.005117,0.009758,0.007,-0.00225,0,0.017217,0.131868,-0.10778,0.022438,0.016129,0.022829
2020/4/3,0.000994,,0.001063,,,-0.016583,-0.002869,-0.00887,0,0.003993,0.00456,0.005097,0.001228,0,-0.01526,0.048544,-0.08073,-0.01685,-0.01587,-0.01512
2020/4/4,0.002398,,0.000915,,,0.014932,0.019302,0.019922,0,0,0,0,0,0,0,0,0,0,0,0
2020/4/5,-0.001259,,-0.000067,,,-0.006971,-0.018809,-0.01112,0,0,0,0,0,0,0,0,0,0,0,0
2020/4/6,-0.009989,,-0.004777,,,0.039012,0.020842,0.070776,0,0.000994,0.001513,0.006916,0,0,0.073261,0.055556,-0.03333,0.077305,0.080645,0.070318
2020/4/7,0.005838,,-0.000402,,,-0.029933,-0.074792,-0.01311,0,-0.00775,-0.00907,-0.00458,-0.00663,0,-0.00328,0.026316,0.032272,-0.00115,0.119403,-0.00161
2020/4/8,0.000496,,-0.000484,,,0.001437,0.014657,0.021973,-0.44444,0.002202,0.003049,0.001012,0.002867,0,0.025819,0.017094,-0.07173,0.034418,0.026667,0.034068
2020/4/9,0.004345,,0.005689,,,-0.002773,0.001622,-0.00436,0,-0.00599,-0.00651,-0.00322,-0.00323,0,0.007746,0.033613,-0.03875,0.012196,-0.05195,0.014473
2020/4/10,-0.002663,,-0.002537,,,-0.019785,0.01351,-0.05979,0,0,-0.00066,0,-0.00102,0,0,0,0,0,0,0
2020/4/11,-0.002675,,-0.003968,,,0.002949,0.000111,-0.00093,0,0,0,0,0,0,0,0,0,0,0,0
2020/4/12,0.010072,,0.009104,,,0.010424,0.005567,0.01633,0,0,0,0,0,0,0,0,0,0,0,0
2020/4/13,-0.007778,,-0.005619,,,0.000027,0.005746,-0.01808,0,-0.00171,0.002078,-0.00645,0.002374,0,0.004765,0.02439,-0.012,-0.01385,0.041096,-0.01011
2020/4/14,-0.00352,,-0.0025,,,-0.016541,0.042907,-0.00038,0,-0.00463,-0.00611,-0.0052,-0.00058,0,0.039466,0.02381,-0.08283,0.023898,0,0.030598
2020/4/15,0.002732,,0.003749,,,-0.009808,-0.02389,-0.02928,0,0.005764,0.006588,0.002519,0.00271,0,-0.01439,-0.07752,0.081568,-0.0186,-0.17105,-0.02203
2020/4/16,0.003192,,0.001437,,,0.041647,-0.000997,0.071467,0,0.005731,0.006654,0.004373,0.001712,0,0.016583,-0.13445,-0.01787,0.001418,-0.03175,0.00582
2020/4/17,0.004012,,0.00454,,,-0.010047,-0.001747,-0.0029,0,-0.0025,-0.00336,-0.00398,-0.00095,0,0.013804,-0.01942,-0.04887,0.029944,0.065574,0.02679
2020/4/18,-0.005924,,-0.005725,,,0.001246,-0.019783,0.022756,0,0,0,0,0,0,0,0,0,0,0,0
2020/4/19,0.006921,,0.006174,,,-0.004039,0.007326,-0.0094,0,0,0,0,0,0,0,0,0,0,0,0
2020/4/20,-0.002878,,-0.003846,,,-0.018674,0.008201,-0.04277,0,0.001804,0.000979,0.00093,7.07E-05,0,-0.01034,-0.06931,0.148886,-0.02442,-0.03077,-0.01788
2020/4/21,0.001644,,0.000243,,,0.018069,-0.001625,-0.00024,0,0.003001,0.000434,0.001394,0.002601,0,-0.03475,0.021277,0.036048,-0.0267,-0.07937,-0.03067
2020/4/22,-0.00551,,-0.001899,,,0.004638,-0.008097,0.034429,0,0.001297,0.003257,-0.00037,-0.0011,0,0.028094,0.104167,-0.07553,0.019851,0.086207,0.022912
2020/4/23,-0.003216,,-0.006717,,,-0.014875,0.009153,0.04391,0,0.000398,0.004113,-0.0013,-0.00247,0,-7.40E-05,-0.00943,-0.01429,0.00168,-0.03175,-0.00054
2020/4/24,0.010264,,0.012467,,,0.013549,0.010077,0.01631,0,-0.0005,-0.00399,-0.00074,0.002151,0,0.016454,0.057143,-0.13171,0.011057,-0.01639,0.013904
2020/4/25,-0.003227,,-0.002218,,,0.007242,0.004322,0.002521,0,0,0,0,0,0,0,0,0,0,0,0
2020/4/26,-0.004347,,-0.00499,,,-0.010934,-0.004664,0.014522,0,0,0,0,0,0,0,0,0,0,0,0
2020/4/27,0.003777,,0.003362,,,-0.000634,-0.009866,0.01507,0,-0.00339,-0.00076,-0.0026,0.00065,0,0.011076,0.054054,-0.07348,0.015079,0.116667,0.014735
2020/4/28,0.003716,,0.001905,,,-0.005327,0.002349,0.00147,0,-0.0018,0.000866,-0.00336,-0.00097,0,-0.01402,-0.02564,0.008411,-0.00134,-0.07463,-0.00525
